area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
F3,24c+32,"38,28",-0.0775910542249643,0.09415,-0.024755696573245792,0.073127,0.05283535765171851,-0.021023,0.07385835765171851,True
TEpd,24c+32,"38,28",0.0302757072927568,0.016372,0.05659180008687307,0.111161,0.02631609279411627,0.094789,-0.06847290720588373,True
46d,24c+32,"38,28",0.5905595973824473,0.337073,0.4820780156825928,0.036685,-0.10848158169985456,-0.300388,0.19190641830014543,True
9/46v,24c+32,"38,28",0.433133388422076,0.2712,0.36550519159553935,0.097202,-0.06762819682653665,-0.17399799999999999,0.10636980317346334,True
PBr,24c+32,"38,28",0.138738271177082,0.032065,0.09745714358895563,0.00353,-0.04128112758812638,-0.028535000000000005,-0.012746127588126377,True
9/46d,24c+32,"38,28",0.3779405350692017,0.245636,0.3106893037336256,0.079916,-0.06725123133557614,-0.16571999999999998,0.09846876866442383,True
F5,24c+32,"38,28",0.219254645552854,0.081314,0.2263065865682682,0.149549,0.007051941015414176,0.06823499999999999,-0.061183058984585814,True
7m,24c+32,"38,28",0.2584842434074607,-0.082866,0.2543649885324245,0.047937,-0.004119254875036171,0.130803,-0.13492225487503617,True
25,24c+32,"38,28",0.2636083423335172,-0.168438,0.3660299493970505,0.142877,0.10242160706353332,0.311315,-0.2088933929364667,True
LIP,24c+32,"38,28",0.1118369536335312,0.063567,0.12348981720632926,0.037658,0.011652863572798058,-0.025909,0.03756186357279806,True
32,24c+32,"38,28",0.798694445158105,0.812202,0.7663529225196497,0.704386,-0.032341522638455245,-0.10781600000000002,0.07547447736154478,False
STPi,24c+32,"38,28",0.1112268609068378,0.028622,0.04070406274481971,0.059489,-0.07052279816201809,0.030867,-0.1013897981620181,True
9,24c+32,"38,28",0.6731156667495528,0.358544,0.6046679057153757,0.145686,-0.06844776103417716,-0.21285799999999996,0.1444102389658228,True
45A,24c+32,"38,28",0.4076849692900133,0.22115,0.38004434930590897,-0.163953,-0.02764061998410433,-0.385103,0.35746238001589564,True
8B,24c+32,"38,28",0.7003952426822754,0.223581,0.6724684827055882,0.060359,-0.027926759976687143,-0.163222,0.13529524002331286,True
7B,24c+32,"38,28",0.1566104119420616,0.111312,0.19147221730304925,-0.018539,0.03486180536098765,-0.129851,0.16471280536098765,True
F2,24c+32,"38,28",-0.1762205425624075,-0.024718,-0.14312600339593534,-0.00053,0.03309453916647215,0.024188,0.008906539166472147,True
F7,24c+32,"38,28",0.3045447536277515,0.25606,0.23559498171518198,-0.103096,-0.06894977191256954,-0.35915600000000003,0.29020622808743046,True
ProM,24c+32,"38,28",0.1233562206637127,0.004375,0.14578162992411453,-0.007453,0.022425409260401832,-0.011828000000000002,0.03425340926040184,True
STPr,24c+32,"38,28",0.1771640294915356,-0.05701,0.11498284042630555,0.079456,-0.06218118906523004,0.136466,-0.19864718906523005,True
24c,24c+32,"38,28",0.351876336412777,1.081141,0.35931326021934146,0.998232,0.007436923806564466,-0.0829089999999999,0.09034592380656437,False
OPRO,24c+32,"38,28",0.5851887059086531,0.176695,0.6599875978920337,-0.01692,0.07479889198338052,-0.19361499999999998,0.2684138919833805,True
