area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",0.382373953283136,0.003786,0.3723080632143457,0.015773,-0.010065890068790329,0.011987,-0.022052890068790326,True
V2,24c+32,"38,28",0.2066035327724482,0.043747,0.20232334255136486,0.039852,-0.004280190221083335,-0.0038950000000000026,-0.00038519022108333273,True
V4,24c+32,"38,28",0.2758192671835898,0.096906,0.23993734649963425,0.01233,-0.03588192068395554,-0.08457600000000001,0.04869407931604447,True
1,24c+32,"38,28",0.3597499622183762,0.054903,0.3327022643186842,-0.127009,-0.02704769789969197,-0.18191200000000002,0.15486430210030805,True
3,24c+32,"38,28",0.6651137078736881,0.04628,0.6107049234268784,-0.000506,-0.05440878444680963,-0.046786,-0.0076227844468096315,True
MT,24c+32,"38,28",0.6225467584490477,0.175566,0.6253247794965487,0.03625,0.0027780210475010225,-0.139316,0.14209402104750102,True
V6,24c+32,"38,28",1.447916001682383,0.139254,1.4237904473935024,0.217226,-0.024125554288880746,0.07797200000000001,-0.10209755428888076,True
DP,24c+32,"38,28",1.0628615200697638,0.199567,1.034240097154111,-0.259572,-0.028621422915652728,-0.459139,0.4305175770843473,True
TEO,24c+32,"38,28",0.4981239189240339,0.031259,0.45911347600591057,0.072362,-0.039010442918123334,0.041102999999999994,-0.08011344291812333,True
8m,24c+32,"38,28",1.068695921780089,0.175673,1.0262309345293075,0.165189,-0.04246498725078163,-0.010483999999999993,-0.031980987250781634,True
F4,24c+32,"38,28",0.7808860605316537,-0.015774,0.7504423995031074,0.135711,-0.03044366102854623,0.151485,-0.18192866102854624,True
5,24c+32,"38,28",0.5399911219407587,-0.026274,0.5120495847456933,-0.164674,-0.027941537195065425,-0.1384,0.11045846280493457,True
2,24c+32,"38,28",0.4472577563285994,0.088933,0.4267376764570978,-0.059867,-0.020520079871501562,-0.1488,0.12827992012849843,True
8l,24c+32,"38,28",1.0441132909690904,0.16706,0.995558741696154,0.064032,-0.048554549272936454,-0.10302799999999998,0.05447345072706353,True
F1,24c+32,"38,28",0.6550297486135753,0.023885,0.6424011661183918,0.014027,-0.012628582495183505,-0.009858,-0.002770582495183504,True
STPc,24c+32,"38,28",0.8550298431194456,-0.004758,0.8115734181570493,0.021164,-0.04345642496239632,0.025922,-0.06937842496239632,True
7A,24c+32,"38,28",0.3466563269341003,0.03126,0.31994704730483947,-0.022945,-0.02670927962926084,-0.054205,0.027495720370739163,True
10,24c+32,"38,28",1.5118748978700485,0.313056,1.4109834647668325,-0.259452,-0.10089143310321602,-0.572508,0.471616566896784,True
F3,24c+32,"38,28",1.3024454505417369,0.09415,1.2491971884660942,0.073127,-0.053248262075642705,-0.021023,-0.032225262075642705,True
TEpd,24c+32,"38,28",0.4623935817107912,0.016372,0.428977996048929,0.111161,-0.0334155856618622,0.094789,-0.1282045856618622,True
46d,24c+32,"38,28",1.4232693219484158,0.337073,1.2899831168354245,0.036685,-0.13328620511299127,-0.300388,0.16710179488700871,True
9/46v,24c+32,"38,28",0.9025486032730652,0.2712,0.8790771253623979,0.097202,-0.023471477910667282,-0.17399799999999999,0.1505265220893327,True
PBr,24c+32,"38,28",0.5074643349658284,0.032065,0.52377895869665,0.00353,0.016314623730821598,-0.028535000000000005,0.0448496237308216,True
9/46d,24c+32,"38,28",1.520875636623086,0.245636,1.5102018980272098,0.079916,-0.01067373859587617,-0.16571999999999998,0.1550462614041238,True
F5,24c+32,"38,28",0.4532384983878431,0.081314,0.44257377145924115,0.149549,-0.01066472692860193,0.06823499999999999,-0.07889972692860192,True
7m,24c+32,"38,28",0.6552393772503525,-0.082866,0.6257507777972935,0.047937,-0.02948859945305904,0.130803,-0.16029159945305904,True
25,24c+32,"38,28",1.301990984395613,-0.168438,1.3476964983696211,0.142877,0.04570551397400813,0.311315,-0.2656094860259919,True
LIP,24c+32,"38,28",0.7944901289456294,0.063567,0.7606691356814909,0.037658,-0.033820993264138566,-0.025909,-0.007911993264138564,True
32,24c+32,"38,28",1.641883629396748,0.812202,1.6008623609470634,0.704386,-0.04102126844968468,-0.10781600000000002,0.06679473155031534,False
STPi,24c+32,"38,28",1.09082004465181,0.028622,1.0682592477298638,0.059489,-0.022560796921946125,0.030867,-0.05342779692194612,True
9,24c+32,"38,28",1.7385038546524485,0.358544,1.6538543029627737,0.145686,-0.0846495516896748,-0.21285799999999996,0.12820844831032516,True
45A,24c+32,"38,28",1.2649006991182576,0.22115,1.157740877193424,-0.163953,-0.10715982192483375,-0.385103,0.2779431780751662,True
8B,24c+32,"38,28",1.5850715517119236,0.223581,1.5219290550355689,0.060359,-0.06314249667635474,-0.163222,0.10007950332364526,True
7B,24c+32,"38,28",0.7046510618496323,0.111312,0.6744888560885441,-0.018539,-0.03016220576108819,-0.129851,0.0996887942389118,True
F2,24c+32,"38,28",1.1271162707206102,-0.024718,1.086965160919172,-0.00053,-0.04015110980143821,0.024188,-0.06433910980143821,True
F7,24c+32,"38,28",1.7883720122055269,0.25606,1.6806591433639755,-0.103096,-0.1077128688415514,-0.35915600000000003,0.25144313115844863,True
ProM,24c+32,"38,28",0.3866280687138108,0.004375,0.3730687575857868,-0.007453,-0.013559311128023999,-0.011828000000000002,-0.001731311128023997,True
STPr,24c+32,"38,28",0.9800931864729754,-0.05701,0.9434829603999353,0.079456,-0.0366102260730401,0.136466,-0.1730762260730401,True
24c,24c+32,"38,28",2.0,1.081141,2.0,0.998232,0.0,-0.0829089999999999,0.0829089999999999,False
OPRO,24c+32,"38,28",0.5599220140480509,0.176695,0.5449589154795863,-0.01692,-0.014963098568464561,-0.19361499999999998,0.17865190143153542,True
