area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",0.7157797560422391,0.8989367400056606,0.003786,0.8951507400056606,0.8012948473326819,True
V2,24c+32,"38,28",0.7403094410295342,0.9511637258298704,0.043747,0.9074167258298704,0.8234051143158022,True
V4,24c+32,"38,28",0.8076892840125502,1.1203461467947597,0.096906,1.0234401467947598,1.0474297340712795,True
1,24c+32,"38,28",0.9585640856582045,1.9279094367122822,0.054903,1.8730064367122823,3.508153111965641,True
3,24c+32,"38,28",0.8572574320548487,1.2829066979597377,0.04628,1.2366266979597376,1.529245590106804,True
MT,24c+32,"38,28",0.7979609464689579,1.0929737406144893,0.175566,0.9174077406144893,0.841636962539382,True
V6,24c+32,"38,28",0.8567258984518336,1.2809051781825613,0.139254,1.1416511781825613,1.3033674126456305,True
DP,24c+32,"38,28",0.9223688519551071,1.6046723713101942,0.199567,1.4051053713101942,1.9743211044847586,True
TEO,24c+32,"38,28",0.8459847902643027,1.2418584068405802,0.031259,1.2105994068405803,1.4655509238427649,True
8m,24c+32,"38,28",0.7817450628644959,1.0498423597491935,0.175673,0.8741693597491935,0.7641720695243149,True
F4,24c+32,"38,28",0.8667086557933453,1.3196973957922964,-0.015774,1.3354713957922963,1.7834838489794242,True
5,24c+32,"38,28",0.8563067616113897,1.279331721207277,-0.026274,1.305605721207277,1.7046062992491737,True
2,24c+32,"38,28",0.7634415177170943,1.0044135633809435,0.088933,0.9154805633809434,0.8381046619282896,True
8l,24c+32,"38,28",0.9285150155306603,1.6475090717567826,0.16706,1.4804490717567826,2.1917294540655194,True
F1,24c+32,"38,28",0.7178416920143599,0.903177831181678,0.023885,0.879292831181678,0.7731558829674909,True
STPc,24c+32,"38,28",0.9287381272153415,1.6491299035644675,-0.004758,1.6538879035644676,2.7353451975568697,True
7A,24c+32,"38,28",0.9066995864692303,1.5086522605370765,0.03126,1.4773922605370764,2.1826878914948526,True
10,24c+32,"38,28",0.9283155953920291,1.6460644686689976,0.313056,1.3330084686689976,1.776911577543266,True
F3,24c+32,"38,28",0.8955744624090111,1.4494014797453727,0.09415,1.3552514797453727,1.8367065733520225,True
TEpd,24c+32,"38,28",0.8449295647718389,1.2381584724711259,0.016372,1.2217864724711258,1.492762184313437,True
46d,24c+32,"38,28",0.9302654109913627,1.660358170457962,0.337073,1.323285170457962,1.7510836423539575,True
9/46v,24c+32,"38,28",0.9135514802099275,1.5485835591806878,0.2712,1.277383559180688,1.631708757265122,True
PBr,24c+32,"38,28",0.40777542567554165,0.43294005685806186,0.032065,0.40087505685806185,0.1607008112109543,True
9/46d,24c+32,"38,28",0.8812263249702122,1.3812296759846003,0.245636,1.1355936759846004,1.2895729969362175,True
F5,24c+32,"38,28",0.8281974554858693,1.1823699715278022,0.081314,1.1010559715278023,1.2123242524370326,True
7m,24c+32,"38,28",0.7230176946443724,0.9139394407912684,-0.082866,0.9968054407912684,0.993621086791075,True
25,24c+32,"38,28",0.26862027600624205,0.2753762044522576,-0.168438,0.4438142044522576,0.1969710480735903,True
LIP,24c+32,"38,28",0.8727374599932813,1.3444521624848569,0.063567,1.280885162484857,1.6406667994738584,True
32,24c+32,"38,28",0.8819817367073143,1.3846206148740894,0.812202,0.5724186148740894,0.3276630706543711,False
STPi,24c+32,"38,28",0.9173261713823558,1.5718918925535366,0.028622,1.5432698925535366,2.3816819612622044,True
9,24c+32,"38,28",0.9444563424135134,1.77778418340286,0.358544,1.41924018340286,2.014242698185384,True
45A,24c+32,"38,28",0.941725425537686,1.753083184363117,0.22115,1.531933184363117,2.3468192813529196,True
8B,24c+32,"38,28",0.9303296967003054,1.6608359661035386,0.223581,1.4372549661035385,2.0657018375892835,True
7B,24c+32,"38,28",0.8243325247970911,1.1701882983722445,0.111312,1.0588762983722444,1.1212190152545063,True
F2,24c+32,"38,28",0.8124180612407023,1.134100710724252,-0.024718,1.158818710724252,1.3428608043246177,True
F7,24c+32,"38,28",0.9618673510088498,1.9702905923457814,0.25606,1.7142305923457815,2.938586523734169,True
ProM,24c+32,"38,28",0.7768444668816954,1.0373626561867706,0.004375,1.0329876561867706,1.0670634978342377,True
STPr,24c+32,"38,28",0.9061811055629235,1.5057454147001226,-0.05701,1.5627554147001226,2.442204486174552,True
24c,24c+32,"38,28",0.9793540799112047,2.0,1.081141,0.9188590000000001,0.8443018618810002,False
OPRO,24c+32,"38,28",0.866516041199408,1.3189237903805708,0.176695,1.1422287903805708,1.304686609574262,True
