area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,difference,squared_error,valid
V1,24c+32,"38,28",0.8834313433864858,1.3911850741395801,0.003786,1.38739907413958,1.924876190923364,True
V2,24c+32,"38,28",-0.4663694613349603,-0.5054205731800369,0.043747,-0.5491675731800368,0.30158502343245114,True
V4,24c+32,"38,28",0.8849074881325427,1.3979488823883295,0.096906,1.3010428823883295,1.6927125818133326,True
1,24c+32,"38,28",0.5464796968048139,0.613348212502465,0.054903,0.5584452125024649,0.3118610553669232,True
3,24c+32,"38,28",0.3575854063969869,0.3741145423063407,0.04628,0.32783454230634074,0.10747548712920792,True
MT,24c+32,"38,28",0.9713079960124857,2.0,0.175566,1.8244340000000001,3.3285594203560005,True
V6,24c+32,"38,28",0.09269274096283642,0.09295958824866557,0.139254,-0.04629441175133442,0.0021431725594020902,True
DP,24c+32,"38,28",0.7608989287601334,0.9983466789319028,0.199567,0.7987796789319028,0.6380489754745537,True
TEO,24c+32,"38,28",0.3226598990574786,0.3346132757771034,0.031259,0.30335427577710344,0.09202381663225093,True
8m,24c+32,"38,28",0.35052450816975295,0.3660416095252224,0.175673,0.19036860952522242,0.0362402074925666,True
F4,24c+32,"38,28",-0.013247598290237458,-0.013248373351320418,-0.015774,0.002525626648679582,6.378789968520456e-06,True
5,24c+32,"38,28",-0.06242539083248066,-0.06250667007501333,-0.026274,-0.03623267007501333,0.0013128063807647664,True
2,24c+32,"38,28",0.9712206025055647,2.0,0.088933,1.911067,3.652177078489,True
8l,24c+32,"38,28",-0.23778331054608365,-0.24242326071608106,0.16706,-0.40948326071608104,0.167676540806674,True
F1,24c+32,"38,28",0.0015856903627053393,0.0015856916917346548,0.023885,-0.022299308308265344,0.0004972591510270718,True
STPc,24c+32,"38,28",0.06345434628773562,0.06353971796672989,-0.004758,0.06829771796672988,0.004664578279462978,True
7A,24c+32,"38,28",-0.7920609414999916,-1.0769382758494426,0.03126,-1.1081982758494426,1.2281034185956774,True
10,24c+32,"38,28",-0.23364207281625607,-0.23803838973933794,0.313056,-0.5510943897393379,0.30370502640217323,True
F3,24c+32,"38,28",0.14067350127959297,0.1416126080634863,0.09415,0.0474626080634863,0.002252699164188115,True
TEpd,24c+32,"38,28",-0.6923227467750545,-0.8524029581181867,0.016372,-0.8687749581181867,0.7547699278532571,True
46d,24c+32,"38,28",0.8371267131412525,1.211492771941944,0.337073,0.874419771941944,0.7646099375630013,True
9/46v,24c+32,"38,28",0.9018416785682347,1.4819981501319044,0.2712,1.2107981501319043,1.4660321603628415,True
PBr,24c+32,"38,28",-0.7915440769152312,-1.075552760491171,0.032065,-1.107617760491171,1.2268171033554771,True
9/46d,24c+32,"38,28",-0.4132942717428624,-0.43957762092705055,0.245636,-0.6852136209270505,0.46951770630395967,True
F5,24c+32,"38,28",-0.53796227982479,-0.6012835455717425,0.081314,-0.6825975455717425,0.46593940922056704,True
7m,24c+32,"38,28",-0.36118050488295306,-0.37824284314945406,-0.082866,-0.29537684314945406,0.08724747946893718,True
25,24c+32,"38,28",-0.31203914879576716,-0.3228029370425537,-0.168438,-0.1543649370425537,0.023828533788151564,True
LIP,24c+32,"38,28",0.5702234909035737,0.647853955910058,0.063567,0.584286955910058,0.341391246846642,True
32,24c+32,"38,28",0.9016799360195806,1.481132417679354,0.812202,0.6689304176793541,0.44746790369667516,False
STPi,24c+32,"38,28",-0.7492085532182874,-0.9711485024397037,0.028622,-0.9997705024397038,0.9995410575485377,True
9,24c+32,"38,28",0.6506973979491569,0.7765072709529045,0.358544,0.41796327095290453,0.17469329586565108,True
45A,24c+32,"38,28",0.6009177229582281,0.6945823584439029,0.22115,0.4734323584439029,0.22413819802175616,True
8B,24c+32,"38,28",0.8850361196829867,1.3985421332527364,0.223581,1.1749611332527363,1.3805336646545543,True
7B,24c+32,"38,28",0.8351714388282353,1.2049936363693101,0.111312,1.09368163636931,1.1961395217314517,True
F2,24c+32,"38,28",-0.9269435728925134,-1.6362291344964013,-0.024718,-1.6115111344964013,2.596968136605878,True
F7,24c+32,"38,28",0.9026156380200272,1.486159613445086,0.25606,1.2300996134450861,1.5131450589977502,True
ProM,24c+32,"38,28",-0.7930613335780825,-1.079628614188167,0.004375,-1.084003614188167,1.1750638355730085,True
STPr,24c+32,"38,28",0.3286564391806273,0.3413212477188627,-0.05701,0.3983312477188627,0.15866778290926595,True
24c,24c+32,"38,28",0.8436535227142974,1.23371496967864,1.081141,0.15257396967864012,0.023278816223498595,False
OPRO,24c+32,"38,28",0.5780267482460694,0.6594942622153322,0.176695,0.48279926221533226,0.23309512759566917,True
