area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized,reference_model_seed_fc_z_vector_normalized,reference_target_seed_fc_z_vector_normalized,model_change_valid_norm,target_change_valid_norm,model_5ht_seed_fc_z_valid_norm,target_5ht_seed_fc_z_valid_norm,reference_model_seed_fc_z_valid_norm,reference_target_seed_fc_z_valid_norm
V1,24c+32,"38,28",-0.4558734988837386,0.003786,0.7730751451355619,0.015773,1.2289486440193005,0.011987,1.2169616440193005,True,0.228972699997,0.0101727934356,0.225046136944,0.0237104649317,-0.148404523533,0.0039481001959,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
V2,24c+32,"38,28",0.2375117341989203,0.043747,0.6513266667601967,0.039852,0.4138149325612764,-0.0038950000000000026,0.41770993256127636,True,0.077100310797,-0.00330550016114,0.189604530899,0.0599067677968,0.0773192910613,0.045620057916,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
V4,24c+32,"38,28",-0.1871458490461841,0.096906,-0.5452619834491772,0.01233,-0.3581161344029931,-0.08457600000000001,-0.2735401344029931,True,-0.0667227378505,-0.0717756050395,-0.15872855798,0.0185348400817,-0.0609232399491,0.10105509709,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
1,24c+32,"38,28",0.1271032202314345,0.054903,-0.24379404619850137,-0.127009,-0.37089726642993587,-0.18191200000000002,-0.18898526642993585,True,-0.0691040662513,-0.154380011634,-0.0709696963512,-0.190923885153,0.0413770330677,0.0572537097347,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
3,24c+32,"38,28",-0.0497427899685163,0.04628,0.8127486053556613,-0.000506,0.8624913953241776,-0.046786,0.9092773953241776,True,0.160695879744,-0.039705039933,0.23659528455,-0.000760634961989,-0.0161932094376,0.0482615100545,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
MT,24c+32,"38,28",-0.296447096604313,0.175566,0.299838424334211,0.03625,0.596285520938524,-0.139316,0.735601520938524,True,0.111097486752,-0.118230824249,0.0872845020674,0.0544921291939,-0.096505039736,0.183082979132,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
V6,24c+32,"38,28",0.0028506044505691,0.139254,0.0714722080752912,0.217226,0.0686216036247221,0.07797200000000001,-0.009350396375277917,True,0.012785297365,0.0661711061783,0.0208059260829,0.326540889828,0.000927982425616,0.145216255858,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
DP,24c+32,"38,28",0.2627725732098758,0.199567,-0.47630537550839724,-0.259572,-0.739077948718273,-0.459139,-0.279938948718273,True,-0.137701989623,-0.389649303848,-0.13865493599,-0.390196716113,0.0855426749313,0.208111598467,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
TEO,24c+32,"38,28",0.0893806531495517,0.031259,0.1331729009293659,0.072362,0.043792247779814206,0.041102999999999994,0.002689247779814212,True,0.00815919303208,0.0348821497108,0.0387673140035,0.108776812489,0.0290968728742,0.0325973756005,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
8m,24c+32,"38,28",0.6169810193636821,0.175673,-0.40837066756123525,0.165189,-1.0253516869249173,-0.010483999999999993,-1.0148676869249174,True,-0.19103934517,-0.0088972692399,-0.118878794325,0.248317250466,0.200851276575,0.183194560411,5.36722781379,1.17833907431,3.43518513863,0.665233686704,3.07183021131,0.95894222845
