area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,valid
V1,24c+32,"38,28",0.3135773579192886,0.32450798377121837,0.015773,True
V2,24c+32,"38,28",0.26188361187053577,0.2681296470237501,0.039852,True
V4,24c+32,"38,28",0.280330237220245,0.2880404387400083,0.01233,True
1,24c+32,"38,28",0.4599862528190122,0.49729385090190814,-0.127009,True
3,24c+32,"38,28",0.46305721901697805,0.5011959876354304,-0.000506,True
MT,24c+32,"38,28",0.39788925658783075,0.42113865825339314,0.03625,True
V6,24c+32,"38,28",0.4467050018302717,0.4805762635849701,0.217226,True
DP,24c+32,"38,28",0.3782308199952448,0.3979935052721669,-0.259572,True
TEO,24c+32,"38,28",0.2793661557418567,0.2869944397266615,0.072362,True
8m,24c+32,"38,28",0.8037631954448156,1.1091541545783314,0.165189,True
F4,24c+32,"38,28",0.8762491079953467,1.3593796489937289,0.135711,True
5,24c+32,"38,28",0.2497055603410972,0.25509876756106825,-0.164674,True
2,24c+32,"38,28",0.42797283578208284,0.4574123200066898,-0.059867,True
8l,24c+32,"38,28",0.898484821235876,1.4643015263647072,0.064032,True
F1,24c+32,"38,28",0.3327439570629423,0.3459106883906508,0.014027,True
STPc,24c+32,"38,28",0.6781291872333998,0.8256423052134181,0.021164,True
7A,24c+32,"38,28",0.4380637497432518,0.4698322298865871,-0.022945,True
10,24c+32,"38,28",0.9118758430171637,1.538546730453996,-0.259452,True
F3,24c+32,"38,28",0.8349197096767216,1.204162020510834,0.073127,True
TEpd,24c+32,"38,28",0.32254420968635317,0.33448414778648927,0.111161,True
46d,24c+32,"38,28",0.845998645838298,1.2419071429321844,0.036685,True
9/46v,24c+32,"38,28",0.8454868290413284,1.2401095220099663,0.097202,True
PBr,24c+32,"38,28",0.45912778315388064,0.4962055372514643,0.00353,True
9/46d,24c+32,"38,28",0.8213038043034055,1.1608103832096532,0.079916,True
F5,24c+32,"38,28",0.41656910109734085,0.44353354076976353,0.149549,True
7m,24c+32,"38,28",0.8102701043568513,1.127814941602547,0.047937,True
25,24c+32,"38,28",0.9450112744461208,1.7829474391882236,0.142877,True
LIP,24c+32,"38,28",0.4570830986802508,0.49361778334365813,0.037658,True
32,24c+32,"38,28",0.9578721600008567,1.9194523625343287,0.704386,False
STPi,24c+32,"38,28",0.8319423030642096,1.1944123480963418,0.059489,True
9,24c+32,"38,28",0.8140797835127322,1.1390079868624887,0.145686,True
45A,24c+32,"38,28",0.7797301667056423,1.0446818651424246,-0.163953,True
8B,24c+32,"38,28",0.7913126832679981,1.0749334665841472,0.060359,True
7B,24c+32,"38,28",0.4895011146925842,0.5354040332243479,-0.018539,True
F2,24c+32,"38,28",0.7507533534217007,0.9746792536256893,-0.00053,True
F7,24c+32,"38,28",0.8268483027566725,1.178089724594876,-0.103096,True
ProM,24c+32,"38,28",0.654406002788269,0.7829663225426571,-0.007453,True
STPr,24c+32,"38,28",0.8222478737016531,1.163718041249636,0.079456,True
24c,24c+32,"38,28",0.9567781271914156,1.9063539524476403,0.998232,False
OPRO,24c+32,"38,28",0.8698023517106706,1.3322671713364118,-0.01692,True
