area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_raw,target_change_raw,change_delta_raw
V1,24c+32,"38,28",0.000143718433397,0.003786,0.32450798377121837,0.015773,0.99955711896,0.75996956825,0.23958755071,True,0.32436426533782137,0.011987,0.31237726533782134
V2,24c+32,"38,28",0.0281058843901631,0.043747,0.2681296470237501,0.039852,0.895178005483,-0.0977366255144,0.992914630997,True,0.240023762633587,-0.0038950000000000026,0.243918762633587
V4,24c+32,"38,28",0.0022189823387042,0.096906,0.2880404387400083,0.01233,0.99229628191,-6.85936739659,7.8516636785,True,0.2858214564013041,-0.08457600000000001,0.37039745640130406
1,24c+32,"38,28",0.367759099566637,0.054903,0.49729385090190814,-0.127009,0.260479294285,-1.43227645285,1.69275574713,True,0.12953475133527115,-0.18191200000000002,0.31144675133527117
3,24c+32,"38,28",0.2326360392284735,0.04628,0.5011959876354304,-0.000506,0.535838185126,-92.4624505929,92.998288778,True,0.26855994840695685,-0.046786,0.31534594840695684
MT,24c+32,"38,28",0.1067762450935937,0.175566,0.42113865825339314,0.03625,0.746458219874,-3.8432,4.58965821987,True,0.31436241315979946,-0.139316,0.45367841315979945
V6,24c+32,"38,28",0.2164016959458303,0.139254,0.4805762635849701,0.217226,0.549703736236,0.358944141125,0.190759595111,True,0.26417456763913977,0.07797200000000001,0.18620256763913975
DP,24c+32,"38,28",0.1208314023787835,0.199567,0.3979935052721669,-0.259572,0.696398557318,-1.76883099872,2.46522955604,True,0.27716210289338344,-0.459139,0.7363011028933835
TEO,24c+32,"38,28",0.0467959965503797,0.031259,0.2869944397266615,0.072362,0.836944588212,0.568019126061,0.268925462152,True,0.2401984431762818,0.041102999999999994,0.1990954431762818
8m,24c+32,"38,28",0.7545967953799032,0.175673,1.1091541545783314,0.165189,0.319664636097,-0.0634666957243,0.383131331821,True,0.35455735919842823,-0.010483999999999993,0.36504135919842823
F4,24c+32,"38,28",0.611951998297914,-0.015774,1.3593796489937289,0.135711,0.549829954604,1.11623228773,-0.566402333125,True,0.7474276506958148,0.151485,0.5959426506958149
5,24c+32,"38,28",0.1390030820289745,-0.026274,0.25509876756106825,-0.164674,0.455100926759,-0.840448401083,1.29554932784,True,0.11609568553209376,-0.1384,0.2544956855320938
2,24c+32,"38,28",0.1846366556716881,0.088933,0.4574123200066898,-0.059867,0.596345250016,-2.48550954616,3.08185479618,True,0.27277566433500167,-0.1488,0.42157566433500165
8l,24c+32,"38,28",0.9623913909962292,0.16706,1.4643015263647072,0.064032,0.342764195988,-1.609007996,1.95177219199,True,0.5019101353684781,-0.10302799999999998,0.6049381353684781
F1,24c+32,"38,28",0.2646967264874717,0.023885,0.3459106883906508,0.014027,0.234783036861,-0.702787481286,0.937570518148,True,0.08121396190317909,-0.009858,0.0910719619031791
STPc,24c+32,"38,28",0.2655168899441045,-0.004758,0.8256423052134181,0.021164,0.678411718649,1.22481572482,-0.546404006167,True,0.5601254152693136,0.025922,0.5342034152693136
7A,24c+32,"38,28",0.1774445615301289,0.03126,0.4698322298865871,-0.022945,0.622323565216,-2.3623883199,2.98471188511,True,0.29238766835645824,-0.054205,0.34659266835645824
10,24c+32,"38,28",1.860880197009916,0.313056,1.538546730453996,-0.259452,-0.209505151956,-2.20660468988,1.99709953793,True,-0.3223334665559201,-0.572508,0.2501745334440799
F3,24c+32,"38,28",0.4074450696185284,0.09415,1.204162020510834,0.073127,0.661636006884,-0.287486154225,0.949122161109,True,0.7967169508923058,-0.021023,0.8177399508923058
TEpd,24c+32,"38,28",0.0773572654354328,0.016372,0.33448414778648927,0.111161,0.768726661794,0.85271812956,-0.0839914677654,True,0.25712688235105646,0.094789,0.16233788235105645
46d,24c+32,"38,28",1.639696216076845,0.337073,1.2419071429321844,0.036685,-0.320305004612,-8.18830584708,7.86800084246,True,-0.3977890731446605,-0.300388,-0.09740107314466051
9/46v,24c+32,"38,28",0.8907503819906176,0.2712,1.2401095220099663,0.097202,0.281716359579,-1.79006604802,2.0717824076,True,0.34935914001934865,-0.17399799999999999,0.5233571400193486
PBr,24c+32,"38,28",0.224645823758071,0.032065,0.4962055372514643,0.00353,0.547272638265,-8.0835694051,8.63084204336,True,0.27155971349339336,-0.028535000000000005,0.30009471349339334
9/46d,24c+32,"38,28",1.367119682344252,0.245636,1.1608103832096532,0.079916,-0.17772868172,-2.07367736123,1.89594867951,True,-0.20630929913459872,-0.16571999999999998,-0.040589299134598744
F5,24c+32,"38,28",0.2577311929303992,0.081314,0.44353354076976353,0.149549,0.418913860532,0.456271857385,-0.0373579968524,True,0.18580234783936433,0.06823499999999999,0.11756734783936434
7m,24c+32,"38,28",0.8158436375660982,-0.082866,1.127814941602547,0.047937,0.276615686252,2.72864384505,-2.45202815879,True,0.3119713040364487,0.130803,0.18116830403644868
25,24c+32,"38,28",0.6239419255089489,-0.168438,1.7829474391882236,0.142877,0.650050297729,2.1789021326,-1.52885183487,True,1.1590055136792747,0.311315,0.8476905136792747
LIP,24c+32,"38,28",0.0850287719079749,0.063567,0.49361778334365813,0.037658,0.827743702158,-0.688007860216,1.51575156237,True,0.4085890114356832,-0.025909,0.43449801143568323
32,24c+32,"38,28",2.0,0.812202,1.9194523625343287,0.704386,-0.0419638637759,-0.153063803085,0.111099939309,False,-0.08054763746567128,-0.10781600000000002,0.02726836253432874
STPi,24c+32,"38,28",0.6614287871074285,0.028622,1.1944123480963418,0.059489,0.446230786075,0.518869034611,-0.0726382485363,True,0.5329835609889133,0.030867,0.5021165609889133
9,24c+32,"38,28",1.4894992198509434,0.358544,1.1390079868624887,0.145686,-0.307716220633,-1.46107381629,1.15335759566,True,-0.35049123298845464,-0.21285799999999996,-0.13763323298845467
45A,24c+32,"38,28",1.1445577136799463,0.22115,1.0446818651424246,-0.163953,-0.095604079931,-2.34886217392,2.25325809398,True,-0.09987584853752174,-0.385103,0.28522715146247823
8B,24c+32,"38,28",1.4693889408255958,0.223581,1.0749334665841472,0.060359,-0.366958036477,-2.70418661674,2.33722858027,True,-0.39445547424144856,-0.163222,-0.23123347424144855
7B,24c+32,"38,28",0.2128655190014506,0.111312,0.5354040332243479,-0.018539,0.602420777969,-7.00420734667,7.60662812464,True,0.32253851422289737,-0.129851,0.45238951422289736
F2,24c+32,"38,28",0.3716621741291278,-0.024718,0.9746792536256893,-0.00053,0.6186825843,45.6377358491,-45.0190532648,True,0.6030170794965615,0.024188,0.5788290794965615
F7,24c+32,"38,28",1.7784540865044127,0.25606,1.178089724594876,-0.103096,-0.509608351024,-3.48370450842,2.97409615739,True,-0.6003643619095367,-0.35915600000000003,-0.24120836190953665
ProM,24c+32,"38,28",0.2510476387804418,0.004375,0.7829663225426571,-0.007453,0.679363426558,-1.5870119415,2.26637536806,True,0.5319186837622153,-0.011828000000000002,0.5437466837622152
STPr,24c+32,"38,28",0.7110532633684742,-0.05701,1.163718041249636,0.079456,0.38898149022,1.71750402739,-1.32852253717,True,0.4526647778811618,0.136466,0.3161987778811618
24c,24c+32,"38,28",2.0,1.081141,1.9063539524476403,0.998232,-0.0491231166343,-0.0830558427299,0.0339327260956,False,-0.09364604755235972,-0.0829089999999999,-0.010737047552359824
OPRO,24c+32,"38,28",0.7035494000697575,0.176695,1.3322671713364118,-0.01692,0.471915682375,-11.4429669031,11.9148825854,True,0.6287177712666543,-0.19361499999999998,0.8223327712666543
