area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,valid
V1,24c+32,"38,28",0.4285995371800591,0.4581797994908001,0.015773,True
V2,24c+32,"38,28",0.4710273141346861,0.5113897459205806,0.039852,True
V4,24c+32,"38,28",-0.4956451615368574,-0.543516436998016,0.01233,True
1,24c+32,"38,28",-0.20333479148161226,-0.20620872423576542,-0.127009,True
3,24c+32,"38,28",0.4531105877186282,0.4886075799734309,-0.000506,True
MT,24c+32,"38,28",0.11367942592302761,0.11417295184100433,0.03625,True
V6,24c+32,"38,28",0.07839321705238946,0.0785544002146086,0.217226,True
DP,24c+32,"38,28",-0.28980113665583096,-0.2983491539031157,-0.259572,True
TEO,24c+32,"38,28",0.1737884457289268,0.17557046245016464,0.072362,True
8m,24c+32,"38,28",-0.33145157064167846,-0.34445809691499185,0.165189,True
F4,24c+32,"38,28",-0.4611974456966708,-0.49883118079114247,0.135711,True
5,24c+32,"38,28",-0.11437028480821122,-0.1148729113970043,-0.164674,True
2,24c+32,"38,28",-0.11660499771432134,-0.11713783345746255,-0.059867,True
8l,24c+32,"38,28",-0.4409865288949308,-0.4734548380355243,0.064032,True
F1,24c+32,"38,28",0.20641662514487102,0.20942558561031493,0.014027,True
STPc,24c+32,"38,28",-0.10324540035875931,-0.10361461666648955,0.021164,True
7A,24c+32,"38,28",0.25471773337291637,0.260451442310584,-0.022945,True
10,24c+32,"38,28",-0.2504150462847299,-0.2558555769537701,-0.259452,True
F3,24c+32,"38,28",-0.6104159335871635,-0.709584047411014,0.073127,True
TEpd,24c+32,"38,28",-0.16716723654203758,-0.16875103441389033,0.111161,True
46d,24c+32,"38,28",-0.3707308785522252,-0.38927017166421196,0.036685,True
9/46v,24c+32,"38,28",-0.2723576810599973,-0.27940864642589147,0.097202,True
PBr,24c+32,"38,28",0.7503827982600405,0.9738306167559677,0.00353,True
9/46d,24c+32,"38,28",-0.2655571394724621,-0.27207776588734917,0.079916,True
F5,24c+32,"38,28",-0.3666549624035276,-0.3845530215807467,0.149549,True
7m,24c+32,"38,28",-0.45530971177976365,-0.4913783313234701,0.047937,True
25,24c+32,"38,28",0.5788550590218818,0.6607390824296252,0.142877,True
LIP,24c+32,"38,28",-0.24794872254064795,-0.25322597532072955,0.037658,True
32,24c+32,"38,28",0.6870155680572703,0.8422814298260388,0.704386,False
STPi,24c+32,"38,28",0.27245485098043515,0.27951360480089377,0.059489,True
9,24c+32,"38,28",-0.33577521370735275,-0.3493232304836175,0.145686,True
45A,24c+32,"38,28",-0.12984882068149645,-0.13058607493223992,-0.163953,True
8B,24c+32,"38,28",0.027173017394767855,0.02717970829890008,0.060359,True
7B,24c+32,"38,28",-0.411403128709042,-0.4372990475151731,-0.018539,True
F2,24c+32,"38,28",-0.42981927225915056,-0.4596749777228208,-0.00053,True
F7,24c+32,"38,28",-0.32236733271982715,-0.33428674536459346,-0.103096,True
ProM,24c+32,"38,28",0.2198374123145633,0.22348525826961674,-0.007453,True
STPr,24c+32,"38,28",0.43328570508961795,0.46393474788407335,0.079456,True
24c,24c+32,"38,28",0.3330933226451891,0.3463036025492276,0.998232,False
OPRO,24c+32,"38,28",0.5928811342625528,0.6820972466880645,-0.01692,True
