% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=12345, Sun Apr 12 22:00:05 2026, <python>{}</python>
36 432 202.27243782382965 0 0 0.06687553034524393 29.715022563931193 0.19222730990274942 68.10686929313931 79.5235880948233 112.44167159150749 24.238723463606366 22.138472843584204 73.14671523897292
37 444 206.49095055185342 0 0 0.06588919301871748 29.543543770162042 0.19368529990854041 70.04867244384447 81.82766351990624 113.47854800317849 25.309325117116426 22.97279467287075 76.99215841716634
38 456 204.78930797333447 0 0 0.06580142167545305 28.636962840771496 0.19058590716695473 65.25231458891814 81.67615623775326 115.6928688291511 24.722226690352862 22.739492884854318 77.71081958084442
39 468 186.56120031361297 0 0 0.059184307647325816 25.302896619638492 0.17289308792194227 58.3480077868841 74.71477887755405 101.7562554210089 21.887807927515738 20.934441288863045 69.17938598986345
40 480 181.79877387707765 0 0 0.05689257567303321 23.749562224590097 0.16758110765622536 59.63241699491845 71.27455903122558 99.62520717583773 20.653482022529673 20.006584452087452 67.28149654237743
41 492 170.92706495058354 0 0 0.05274476636963309 21.908274991532906 0.15402796903489965 56.4242524590224 67.86151165431532 89.88429569854542 19.059261724096743 18.642201319903883 61.907601350098155
42 504 153.2991321446034 0 0 0.04764268614154575 19.28575723833564 0.1357923040193094 49.486835959617046 57.9356232935977 80.31115017015294 16.42527175863541 16.078154717310635 54.81587233089489
43 516 164.0998413680449 0 0 0.051204826998576335 20.31435216197026 0.14865821134697457 53.10255723054021 63.73101500350802 83.50836494128085 17.335663884296068 18.893675731159043 58.261780879746595
44 528 176.1289177958649 0 0 0.05512115577760424 20.14063029465824 0.15263002238390697 55.4453264309701 68.52007357240464 87.2917938513049 18.40699686031148 21.63417320721192 62.75341575646561
45 540 170.9665235068347 0 0 0.05264742355507707 19.530269603778617 0.14914568900105094 54.392746434658 66.23536274850672 79.62642911641537 17.76652764737328 21.592657154874363 57.356144777180106
46 552 177.97513085924643 0 0 0.05419609768518095 19.89643779528982 0.15187718007591955 60.09281608887969 68.32662041627128 81.80187393254586 18.280936118483435 22.908340381347028 57.86914171337923
47 564 176.8249066280103 0 0 0.051836136539635855 19.875537670314447 0.14830673691874338 59.368624865652954 64.9421645835789 86.16805473728913 17.93324922829819 22.8400443776372 58.781776153235796
48 576 181.8702309368999 0 0 0.05407688939686805 20.621823724383884 0.14994676782882366 59.31405882497233 66.78864443906903 92.74681136739568 18.746311487870486 23.657120341665895 58.0864238454801
49 588 177.72455001875028 0 0 0.05090305649263456 19.995434328138074 0.14403137157001455 62.12380551445854 64.1090035115855 92.6472227338018 18.174461506413373 23.78069870919759 57.13665866318371
50 600 171.9123052921298 0 0 0.047322281146636454 18.734828947494147 0.14111541456466767 60.57023318786438 63.28625938438203 88.20171841684304 16.728675200509777 23.748363882451688 53.85164110390609
51 612 163.9554481750515 0 0 0.044537063549894194 17.867795723816513 0.13525029145957504 56.988393754496414 60.533552012368105 81.57999575825362 15.294449506601989 22.80588080336748 52.200987334179416
52 624 168.66941554628946 0 0 0.04178181554800794 17.893664299341555 0.1422107881213696 60.386250223157575 68.0057072982056 79.95900502196743 15.555616506690463 23.570924425265552 52.278765764750965
53 636 151.87717759568588 0 0 0.03702271788768731 15.857411134440571 0.1256286349002169 54.53737935857941 60.02818289420786 70.23420510648393 13.85343565032258 20.777426465953823 45.50229991854405
54 648 138.43522586015771 0 0 0.03414778609835158 14.377842675483189 0.11061169643654287 49.37270794727801 54.4330919139254 59.98270863856841 12.42916011924501 19.580419008468688 40.57586367618415
55 660 140.79711753170892 0 0 0.03384420100172868 15.098022137840905 0.11132184039649812 51.09449589776711 55.56370368882833 59.51658064050221 13.042946522994253 20.424411248670122 38.506539597708745
56 672 133.40924397582174 0 0 0.03188108842984276 13.972339190701586 0.10326092304125208 47.80791656309906 52.74863991092393 54.07855029175125 11.976037841523052 19.89581348781572 33.63056696194106
57 684 126.5249688555012 0 0 0.02935688501901339 12.74164363464948 0.09818531959647517 45.12607143559701 48.84078969621838 50.20185630602719 11.277602033485254 18.938794419445966 32.12446140431533
58 696 109.48322519700044 0 0 0.02505852887639237 11.012207453458203 0.0836796914691732 38.236092310556224 41.938943880156465 43.69480883170854 9.735435015662606 15.759006150423165 27.62926796678839
59 708 105.34709648262113 0 0 0.024172430863004614 10.329819743560128 0.08217675739618995 37.0142498930191 39.029295175066146 41.499219509581955 9.25668642850645 15.11046578871816 26.103947397001942
60 720 101.34519437750048 0 0 0.02315821671104246 9.78516966807531 0.07869391928630486 35.73506853748752 37.95902384849382 38.7990209989185 9.144603734806765 14.577457948366304 25.269823528436085
61 732 103.12216306998437 0 0 0.023061809869539835 9.56970417479389 0.08115173407225991 38.070898628248386 37.63475747921465 38.73465149942468 9.242119431466694 14.780199874998665 25.38724542991681
62 744 97.69754493886325 0 0 0.022279898668066504 8.853644292289257 0.07637739361127695 36.998059004543805 35.492399476876486 36.8883798983114 8.608228365664724 13.71580300694081 22.87162615267046
63 756 102.79722484595877 0 0 0.0231635641009449 9.199176638334214 0.07905227338705316 41.03039830369888 40.34153778774792 38.11749817047912 9.337177461067007 14.525346479647686 22.507472944470653
64 768 106.68859259217437 0 0 0.022820636413008275 9.552991326274203 0.07970025272221891 42.43718279142162 43.11237681761523 39.69452226550251 9.353286613810107 14.773886080920656 23.25974200868017
65 780 100.02969359556828 0 0 0.021712819532579995 8.535579632825169 0.0729236332083335 38.73142548759252 40.163058113098124 37.37105942182525 8.85556199241556 13.333209539305544 21.420601972637787
66 792 90.49461495936795 0 0 0.019223732728545686 7.7287155300286345 0.06572121720208415 34.839769469978584 35.13027718242339 33.92238169750857 7.9245883462602515 12.185116837681807 18.856558568421793
67 804 81.99972975397795 0 0 0.017235263945893167 6.735395889481693 0.058865764449018525 31.592788461199486 32.470641485495435 30.81333514359879 6.979742851168621 10.938409798772007 16.682044014003704
68 816 81.84119891384152 0 0 0.016672430006051706 6.365383141732318 0.0600687280087764 31.077064514576758 31.79493847486927 32.211958674123565 7.039747007327036 10.966657774516264 16.972524234608294
69 828 92.32763153293176 0 0 0.018535908565403308 7.445028641168386 0.0695434159196948 36.56528064566916 36.36031708015885 39.46148961965627 8.050344967378548 12.864356049932667 20.513582262888995
70 840 93.62898120352293 0 0 0.019387993319843432 7.3081305038027 0.06847061054809515 36.30676527419564 35.52501487754969 40.63928043780043 7.791154034060088 13.250291913429347 21.328768648765575
71 852 91.16393041146193 0 0 0.019123536558500763 7.056809269593942 0.06708041511124671 34.62635763511696 34.04951327308677 40.76631962672824 7.735172096494765 12.748866784644285 20.795326400093238
72 864 82.73144423711918 0 0 0.017284410662103778 6.2495681819800994 0.05955943886874481 30.833022209333635 29.758733740554536 36.04411297951927 7.020912528500076 11.84911179861775 18.67510314592201
73 876 83.65436214264784 0 0 0.017406029074139587 6.106825147563521 0.058343149996690144 30.54510992055776 29.909389186471255 37.87981689011943 7.106691190246567 12.585543526487418 19.58796450186498
74 888 82.17046505591227 0 0 0.01693661243137355 5.800763311480737 0.054783272101551345 31.26193092206599 29.47065464684606 38.445995151017655 6.921833233633251 12.3229571910061 19.431610799429418
75 900 79.87314433032073 0 0 0.01633412142060502 5.250855853290438 0.053251649719907077 30.392165171140782 28.40264083886806 37.90144245579104 6.616549574228321 12.231256371752417 19.147378331073863
76 912 75.53215685292653 0 0 0.01495647579769309 4.8124079938526965 0.04977609802854105 28.798532574074557 26.78127086357273 36.41082994527753 6.409413358259423 11.63648451303295 17.991559822156976
77 924 69.59470292868899 0 0 0.013751771307809173 4.389876020977903 0.04494105218550038 26.66050738597123 24.20964802886888 31.358919094348025 6.035953022743417 10.427694203215816 15.434873593995212
78 936 69.14740672550354 0 0 0.013359775498401474 4.226965558541631 0.044630550159486304 27.314313003237448 23.612048968450697 31.588726332177767 5.878278506421864 10.318542557648078 15.461121836565482
79 948 69.82466144203148 0 0 0.013258699336509049 4.227573857923911 0.0453774461863457 27.08685011195864 24.32733020776007 33.062450769735186 6.113476679469525 10.12592479712335 15.763146775898527
80 960 68.74342108763138 0 0 0.01328261054194085 4.247271765670053 0.044820791222771585 25.92462708474718 23.744176080882376 32.18750657425953 6.170395328622716 9.924521138934388 15.42685721146706
81 972 71.94142579354599 0 0 0.01405596047466186 4.748094121103951 0.045866324737417564 26.954647127430047 26.410844620953803 33.303446048164346 6.426287696350128 10.097534681095116 16.126660764498286
82 984 70.26589995513982 0 0 0.013940019963717363 4.585714573127194 0.045738871890520894 25.938280860756475 26.07976075892027 32.41199363776063 6.3292317125932005 9.792855253923006 15.317103569985283
83 996 72.92683535461259 0 0 0.014817471138910444 4.63660056769093 0.047037342621624754 25.33091080983071 27.49613524631428 33.744739929964986 6.899831646122988 9.839905614604382 15.774909853521738
84 1008 63.37262511844203 0 0 0.012501236068239602 4.004566110867434 0.04039005104130786 21.54017975019502 23.945240911712308 28.70290762394765 6.16532991049842 8.394251713579225 13.250334838779159
85 1020 57.60915178608827 0 0 0.01113546485572368 3.631048787831174 0.03629055910396063 19.420931404488947 21.750252484285173 25.882176075541846 5.6726276677107315 7.913382393629172 11.784619205809719
86 1032 51.431105789068646 0 0 0.009473173917187416 3.224741861516916 0.032530816137473315 16.608947591742854 19.018337997421753 22.881368573668702 5.103852594992884 7.238154835913945 10.480337500025346
87 1044 49.69509077798918 0 0 0.009151323707366956 3.239208951612821 0.031585026131650006 15.692634952705218 17.6294481546606 21.746305380199274 4.987605340775644 7.008643267760038 9.940748304176418
88 1056 48.021918245309486 0 0 0.008957540269418736 3.1257928944357567 0.03054170009084993 14.949722509896537 16.866512374602998 20.95473311495718 4.6921060811887205 6.78976048440175 9.490153775777431
89 1068 47.77772825932696 0 0 0.00897323770634034 2.946047322466061 0.03026028820648314 14.811031090066212 16.528931427551473 21.309569378570664 4.614554946938657 6.749924507785591 9.35821891933376
90 1080 45.19761959880788 0 0 0.008387683982843851 2.8045157229034694 0.02851673629898618 14.026127464216879 15.72954984862086 19.683514103715645 4.411023803760498 6.269910898443106 8.515963557503815
91 1092 41.657314566129 0 0 0.007523421980220371 2.5524710141122204 0.025163711228204873 12.156881579962752 14.038297253715992 18.202451849131972 3.9849566598682067 5.687841185260389 7.726967584273244
92 1104 41.684081183478554 0 0 0.008000201481486606 2.4608732542692606 0.024617315122107342 11.941713705737964 14.185764994858266 18.04710313665582 3.7778993501650686 5.524987990730252 7.726438375064995
93 1116 38.320171077659225 0 0 0.0073186493608969625 2.2356481540459776 0.02218835934953954 10.568146288477735 13.234189983004415 16.18735971902675 3.459569662551163 5.042212246170081 6.870042384144164
94 1128 36.67864622123521 0 0 0.007420502286831334 2.164713614410448 0.0208420560853044 9.84720981704344 12.818195711405773 15.127897697922796 3.2754084791375253 4.746071870846173 6.32531906352553
95 1140 36.39416380001669 0 0 0.007511629562582914 2.1467321507274213 0.02027573764274244 9.73395496723793 13.155605573672924 15.115619900490982 3.2467477963561535 4.521533581964119 6.260406343567709
96 1152 32.67177441910736 0 0 0.006551750672292119 1.9281065034527076 0.018043696912641974 8.664248538762068 11.937976887788382 13.171571382748636 2.8448763711159226 3.9981963572760475 5.347531541009298
97 1164 31.28213766898479 0 0 0.006124040285416401 1.844522919047029 0.01675845280536046 8.102444845248725 11.253887685745637 12.847205932676069 2.685176099210959 3.793565357915409 5.180621183401153
98 1176 29.81959060309586 0 0 0.005668981799908916 1.7435158372055646 0.0163269006883913 7.2817916041067505 10.813964753011444 12.034966506632642 2.5142003255001955 3.6834782921311175 4.854127944327967
99 1188 29.645207230821317 0 0 0.005428269424649676 1.7466618864619428 0.017240809582732112 6.754733424908401 10.624159930148679 12.310915155975263 2.4562798331334386 3.7105669821775034 4.970546562057914
100 1200 25.108007543978985 0 0 0.00456931925220515 1.4486950591600032 0.014355616475968062 5.364370668976263 8.815471906078091 10.542272210500204 2.05483605577158 2.9803919593550714 4.247567406168783
101 1212 21.78626871618961 0 0 0.00390567447044765 1.239683637244443 0.012430459282211294 4.47096488771699 7.781212697016621 9.173513597306039 1.7700571797410554 2.537294803267512 3.681176820220319
102 1224 21.231223902081883 0 0 0.0038552232723671146 1.2028408829640838 0.012330718353374423 4.158869120709055 7.725468253280997 9.196797538324372 1.7312146224627132 2.521859169468228 3.5587667716869027
103 1236 22.455513734978332 0 0 0.004150407553085048 1.2831316560604673 0.012620174269791293 4.148676476309063 8.63091850560989 9.69525357323613 1.8551401255364715 2.6582257990680227 3.7924628642254414
104 1248 20.546816624557785 0 0 0.0037666969747979866 1.142121270512861 0.01171919244181434 3.6648170187914872 7.9376653945898745 8.710841779271544 1.69169240767304 2.3956781191510013 3.368495123490006
105 1260 18.154827129840086 0 0 0.003436172954496023 1.0107531949134838 0.010139219150571139 3.0969624402085505 7.056350495020677 7.6820484064737755 1.5215145700508974 2.0914742816627485 2.9648222821512653
106 1272 16.97581146287354 0 0 0.00311961172710005 0.9693899076273433 0.009319814782877064 2.6514783778961952 6.373722830147526 6.949587004636766 1.330467474585052 1.9694720062615059 2.6903064773427396
107 1284 16.748874116741042 0 0 0.0030829521071489537 0.9814629461705867 0.00955691970397117 2.366065572016811 6.153053511883925 6.888576416547364 1.2617510096508078 2.0115912742213657 2.562706049307318
108 1296 16.196012963813224 0 0 0.0030095226156380585 0.9539805090309545 0.009042157026881907 2.196242093993895 5.818789754782835 6.502356269714512 1.2010351474012524 1.885471397356221 2.3592096605785886
109 1308 16.531568736336926 0 0 0.003056175798655148 0.9639092628558678 0.009156165964518459 2.1413916798169974 6.052271783457776 6.3471934909826935 1.214207844548839 1.9263604935835148 2.32835657274401
