area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid
V1,24c+32,"38,28",-0.4558734988837386,0.003786,0.4581797994908001,0.015773,0.9140532983745387,0.011987,0.9020662983745388,True
V2,24c+32,"38,28",0.2375117341989203,0.043747,0.5113897459205806,0.039852,0.2738780117216603,-0.0038950000000000026,0.2777730117216603,True
V4,24c+32,"38,28",-0.1871458490461841,0.096906,-0.543516436998016,0.01233,-0.3563705879518319,-0.08457600000000001,-0.27179458795183187,True
1,24c+32,"38,28",0.1271032202314345,0.054903,-0.20620872423576542,-0.127009,-0.3333119444671999,-0.18191200000000002,-0.1513999444671999,True
3,24c+32,"38,28",-0.0497427899685163,0.04628,0.4886075799734309,-0.000506,0.5383503699419472,-0.046786,0.5851363699419472,True
MT,24c+32,"38,28",-0.296447096604313,0.175566,0.11417295184100433,0.03625,0.41062004844531735,-0.139316,0.5499360484453173,True
V6,24c+32,"38,28",0.0028506044505691,0.139254,0.0785544002146086,0.217226,0.0757037957640395,0.07797200000000001,-0.002268204235960511,True
DP,24c+32,"38,28",0.2627725732098758,0.199567,-0.2983491539031157,-0.259572,-0.5611217271129916,-0.459139,-0.10198272711299156,True
TEO,24c+32,"38,28",0.0893806531495517,0.031259,0.17557046245016464,0.072362,0.08618980930061294,0.041102999999999994,0.04508680930061295,True
8m,24c+32,"38,28",0.6169810193636821,0.175673,-0.34445809691499185,0.165189,-0.961439116278674,-0.010483999999999993,-0.950955116278674,True
F4,24c+32,"38,28",0.2230825589129648,-0.015774,-0.49883118079114247,0.135711,-0.7219137397041073,0.151485,-0.8733987397041073,True
5,24c+32,"38,28",-0.0485051982447221,-0.026274,-0.1148729113970043,-0.164674,-0.0663677131522822,-0.1384,0.0720322868477178,True
2,24c+32,"38,28",0.0890824217435257,0.088933,-0.11713783345746255,-0.059867,-0.20622025520098825,-0.1488,-0.05742025520098826,True
8l,24c+32,"38,28",0.1412920537864236,0.16706,-0.4734548380355243,0.064032,-0.6147468918219479,-0.10302799999999998,-0.5117188918219479,True
F1,24c+32,"38,28",-0.1848361842128097,0.023885,0.20942558561031493,0.014027,0.39426176982312466,-0.009858,0.40411976982312464,True
STPc,24c+32,"38,28",0.1406087010004935,-0.004758,-0.10361461666648955,0.021164,-0.24422331766698305,0.025922,-0.270145317666983,True
7A,24c+32,"38,28",0.0103944873931981,0.03126,0.260451442310584,-0.022945,0.2500569549173859,-0.054205,0.3042619549173859,True
10,24c+32,"38,28",1.2795216426735585,0.313056,-0.2558555769537701,-0.259452,-1.5353772196273285,-0.572508,-0.9628692196273285,True
F3,24c+32,"38,28",0.0890592557096569,0.09415,-0.709584047411014,0.073127,-0.7986433031206709,-0.021023,-0.7776203031206709,True
TEpd,24c+32,"38,28",-0.0167626863148843,0.016372,-0.16875103441389033,0.111161,-0.15198834809900602,0.094789,-0.24677734809900603,True
46d,24c+32,"38,28",1.1099412435174054,0.337073,-0.38927017166421196,0.036685,-1.4992114151816174,-0.300388,-1.1988234151816175,True
9/46v,24c+32,"38,28",0.3820309618759206,0.2712,-0.27940864642589147,0.097202,-0.6614396083018121,-0.17399799999999999,-0.48744160830181216,True
