area_name,seed_area,seed_indices,reference_model_seed_fc_z,reference_target_seed_fc_z,model_5ht_seed_fc_z,target_5ht_seed_fc_z,model_change,target_change,change_delta,valid,model_change_vector_normalized,target_change_vector_normalized,model_valid_value_norm,target_valid_value_norm,model_5ht_seed_fc_z_vector_normalized,target_5ht_seed_fc_z_vector_normalized
V1,24c+32,"38,28",0.000143718433397,0.003786,0.32450798377121837,0.015773,0.32436426533782137,0.011987,0.31237726533782134,True,0.0566726050974,0.0180192317972,5.72347547427,0.665233686704,0.0566977154406,0.0237104649317
V2,24c+32,"38,28",0.0281058843901631,0.043747,0.2681296470237501,0.039852,0.240023762633587,-0.0038950000000000026,0.243918762633587,True,0.0419367154996,-0.00585508532993,5.72347547427,0.665233686704,0.0468473479495,0.0599067677968
V4,24c+32,"38,28",0.0022189823387042,0.096906,0.2880404387400083,0.01233,0.2858214564013041,-0.08457600000000001,0.37039745640130406,True,0.0499384434661,-0.127137277757,5.72347547427,0.665233686704,0.0503261418757,0.0185348400817
1,24c+32,"38,28",0.367759099566637,0.054903,0.49729385090190814,-0.127009,0.12953475133527115,-0.18191200000000002,0.31144675133527117,True,0.022632184224,-0.273455784991,5.72347547427,0.665233686704,0.0868866920348,-0.190923885153
3,24c+32,"38,28",0.2326360392284735,0.04628,0.5011959876354304,-0.000506,0.26855994840695685,-0.046786,0.31534594840695684,True,0.0469225297836,-0.0703301725921,5.72347547427,0.665233686704,0.0875684695232,-0.000760634961989
MT,24c+32,"38,28",0.1067762450935937,0.175566,0.42113865825339314,0.03625,0.31436241315979946,-0.139316,0.45367841315979945,True,0.0549250913318,-0.209424150918,5.72347547427,0.665233686704,0.0735809317514,0.0544921291939
V6,24c+32,"38,28",0.2164016959458303,0.139254,0.4805762635849701,0.217226,0.26417456763913977,0.07797200000000001,0.18620256763913975,True,0.0461563203733,0.117209939242,5.72347547427,0.665233686704,0.0839658116376,0.326540889828
DP,24c+32,"38,28",0.1208314023787835,0.199567,0.3979935052721669,-0.259572,0.27716210289338344,-0.459139,0.7363011028933835,True,0.0484254897464,-0.690192047061,5.72347547427,0.665233686704,0.0695370334094,-0.390196716113
TEO,24c+32,"38,28",0.0467959965503797,0.031259,0.2869944397266615,0.072362,0.2401984431762818,0.041102999999999994,0.1990954431762818,True,0.0419672355121,0.0617873099657,5.72347547427,0.665233686704,0.0501433859578,0.108776812489
8m,24c+32,"38,28",0.7545967953799032,0.175673,1.1091541545783314,0.165189,0.35455735919842823,-0.010483999999999993,0.36504135919842823,True,0.061947912731,-0.0157598753784,5.72347547427,0.665233686704,0.193790321906,0.248317250466
F4,24c+32,"38,28",0.611951998297914,-0.015774,1.3593796489937289,0.135711,0.7474276506958148,0.151485,0.5959426506958149,True,0.130589823274,0.227716970784,5.72347547427,0.665233686704,0.237509473938,0.204005002622
5,24c+32,"38,28",0.1390030820289745,-0.026274,0.25509876756106825,-0.164674,0.11609568553209376,-0.1384,0.2544956855320938,True,0.0202841238779,-0.208047191184,5.72347547427,0.665233686704,0.0445706055189,-0.247543086424
2,24c+32,"38,28",0.1846366556716881,0.088933,0.4574123200066898,-0.059867,0.27277566433500167,-0.1488,0.42157566433500165,True,0.0476590955201,-0.223680795146,5.72347547427,0.665233686704,0.0799186302209,-0.0899939392676
8l,24c+32,"38,28",0.9623913909962292,0.16706,1.4643015263647072,0.064032,0.5019101353684781,-0.10302799999999998,0.6049381353684781,True,0.087693244712,-0.15487489894,5.72347547427,0.665233686704,0.255841321055,0.0962548970081
F1,24c+32,"38,28",0.2646967264874717,0.023885,0.3459106883906508,0.014027,0.08121396190317909,-0.009858,0.0910719619031791,True,0.0141896234671,-0.0148188526784,5.72347547427,0.665233686704,0.0604371749203,0.0210858233435
STPc,24c+32,"38,28",0.2655168899441045,-0.004758,0.8256423052134181,0.021164,0.5601254152693136,0.025922,0.5342034152693136,True,0.0978645611023,0.0389667578749,5.72347547427,0.665233686704,0.144255410707,0.0318143840623
