% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=61725, Thu Apr  9 15:46:38 2026, <python>{}</python>
12 144 21.272970893634334 0 0 0.01822650950433249 7.87817644473586 0.2298529000831178 12.284424358650844 11.25281961655612 14.584436135698102 4.420174532686398 4.319110344918742 6.209541738166644
13 156 22.76752295877519 0 0 0.019145536181104157 8.282075343059354 0.2474024931638406 13.217880163439009 12.007828899169066 15.315043336758745 4.794505874915429 4.808139682404368 6.7810139609021505
14 168 23.21069017111582 0 0 0.020016940153093646 8.299247458226299 0.26369291023080277 13.487066574714456 12.113396384539747 15.471409259079932 4.803886140819258 4.825085424692971 6.953322530595252
15 180 22.362967126375498 0 0 0.018858009783610862 7.879067386050041 0.2522276583154788 12.839777111546999 11.44848136817726 14.930280436506425 4.620800402459899 4.816614111121665 6.640046589546554
16 192 20.567936334041736 0 0 0.01669064190337778 7.08164651654524 0.22804236475946355 11.767955297087486 10.434968717413152 13.35499641789064 4.1648972884610975 4.486468655141595 6.146182430056812
17 204 19.018207611747062 0 0 0.014996104758210055 6.213514211934982 0.2012424435711598 11.026664212233468 9.55051600362693 12.86469886067574 3.8544924193489716 4.171345122420646 5.71052663420918
18 216 18.313031161769267 0 0 0.014390562468459437 5.7736312044750555 0.19194213823172684 10.58561268101966 9.953824784196161 12.219834403359046 3.656985801464074 4.006341707998316 5.56852931814722
19 228 16.758330669090263 0 0 0.012855490357461835 5.049479377981283 0.17823044509006403 9.69049783561582 8.849446184509503 11.257891962107662 3.4562480357457055 3.693135066415345 4.962170333509459
20 240 16.094929961504658 0 0 0.011807740613524556 4.588942388506608 0.1632658615108352 9.346850322717867 8.893432031914362 10.858082342619236 3.3966330789325436 3.5358644085434863 4.704913856169745
21 252 15.885451920940804 0 0 0.011536937439015517 4.456637995328179 0.16067819625445273 9.077544700148493 8.714383148763583 10.55011152921209 3.3258148682274578 3.6024154501961023 4.706397307454022
22 264 15.471813084581104 0 0 0.011019110878183674 4.249063878434814 0.15338453647115527 8.812992131567995 8.275364665709118 10.249493468015002 3.225706545795592 3.491256732462227 4.7003940823427515
23 276 13.852234065447005 0 0 0.009787649436132202 3.534540911644661 0.13483023674101818 7.881819868376123 7.314242561251236 9.020526566420225 2.8750292151874652 3.1724956756048934 4.292587526309185
24 288 13.79144602958599 0 0 0.009765127822452606 3.447693795071995 0.13609808588018665 7.864599389834399 7.174238192929656 9.106541904677233 2.759202163558342 3.160795773636949 4.412928467370694
25 300 14.42824842171782 0 0 0.010162850598633344 3.492347494722369 0.1402160390215053 7.924000474057006 7.590428740099461 9.925090813291398 3.027842232738021 3.318828419434158 4.541372726874226
26 312 14.915908037720348 0 0 0.010516825371891018 3.4955686843780356 0.14519487458661567 8.194576738570479 7.906385695902466 10.358167870407842 3.176120458255349 3.432615085242937 4.771646183621182
27 324 14.636974347965714 0 0 0.010329112810770558 3.3985606386461287 0.14311779964677293 8.01303258455694 7.724336319840648 10.175652606433598 3.148892972822082 3.3670739997008625 4.708660039277772
28 336 13.885082237394094 0 0 0.009623161611993369 3.1641394053986094 0.13337900672023245 7.1328894789919595 7.2898467067082535 9.716896509182694 3.066108426300552 3.156345089639751 4.461833684327115
29 348 14.570596092388215 0 0 0.010037304660653402 3.2314708539438777 0.1417267345518478 7.451101581429371 7.972027985624951 10.214818551673154 3.2054182941109097 3.31301905334131 4.667509469129345
30 360 14.113050143631982 0 0 0.00940852998500482 3.085917724405569 0.135132947722389 7.17318211658997 7.832411041053699 9.955794472625682 3.1467010483139886 3.2478007073340174 4.588061245067496
31 372 14.251077546733647 0 0 0.009723511217920389 3.1441946479418426 0.13613896972343642 7.222519171736991 7.777715095411548 10.180549474659536 3.2698219652284006 3.378336776468226 4.69329136740027
32 384 13.606843675834405 0 0 0.00902051874918846 2.9325749733587707 0.12836299441667515 7.004513712300446 7.499326839897365 9.389874298682242 3.0995858433708046 3.1113915330625 4.588221339885231
33 396 12.990807409116087 0 0 0.008528654608444717 2.7631972494270864 0.11607365617711822 6.643730786059864 7.372526609609914 8.919779435764271 2.9278735544921317 2.960824165825856 4.398121316332604
34 408 13.180044106607646 0 0 0.008857170520939116 2.781159587075337 0.11628169347795106 7.203842621105482 7.463880337482977 9.041330793779402 2.92307117735247 3.0015243195751427 4.422692963135402
35 420 13.019825033491331 0 0 0.008816080285710412 2.707424310790026 0.11376062863172054 7.194476353589657 7.150347566777672 8.972454151714683 2.904332290335982 3.023393634130374 4.388261148947876
36 432 12.316781331661536 0 0 0.008285067797517986 2.5216643603518594 0.1051747553333343 6.773797558006829 7.089393140347219 8.425201282021044 2.7377398208860697 2.8287233149913487 4.102056532257253
37 444 11.588818487959916 0 0 0.007683110674952313 2.315022971643572 0.09978092191047294 6.34266638240027 6.4034171930459864 7.9318135978531075 2.6236404506089093 2.644463225738866 3.977678418718297
38 456 12.103607058669429 0 0 0.007808364420940762 2.320601562287862 0.10670185936711303 6.617599850985283 6.9033000238860796 8.892232704605249 2.830814883731944 2.748895695728708 4.35138476394164
39 468 12.790808759450757 0 0 0.00828095728136535 2.438157429922473 0.11107938115055101 7.010234039337196 7.513178990164233 10.203828060109537 2.8498711170735187 3.0734403142422635 4.606923291411116
40 480 13.668866572188389 0 0 0.008811637772108943 2.531895904896674 0.11858090200291184 7.4953104686084915 8.149553266588272 11.330850115042827 3.0426441597680176 3.4176341796388665 5.203359187662741
41 492 14.949015081158821 0 0 0.009712876299333954 2.7478137053735647 0.13250572546814512 8.227979886271982 9.151871643100803 12.49416591697126 3.227680788716543 3.7170686776505066 5.664997234297054
42 504 15.530203019828914 0 0 0.010296986203667476 2.839516979897781 0.13642988457685515 8.325510978528245 9.454429554950012 13.554619670629698 3.4672868184941192 4.018078336180133 5.77188822846092
43 516 14.928559878697051 0 0 0.009846646970681236 2.770289610637192 0.12799424256932798 7.894730830329741 9.02978987170662 13.02591804705165 3.3699029174177295 3.8132434300281535 5.429603397364822
44 528 14.396057274989845 0 0 0.009375456761835299 2.6446007457979333 0.12469242250044585 7.53411007393874 8.744729104313008 13.54481784270766 3.171374705394407 3.7284190464766387 5.373152931067825
45 540 13.056454413154173 0 0 0.008401788227262803 2.4042515712773707 0.11429775677492714 6.911176273754254 7.776809879020022 12.175136870156553 2.8347906995446968 3.3104691934522985 4.790705399371879
46 552 11.917428172085108 0 0 0.007506060416605974 2.090981219597801 0.10135097190339526 6.172710351030584 7.0422716425693475 10.77004427161201 2.5752902049356114 3.0549756279990863 4.3481216583529845
47 564 10.15810514597414 0 0 0.006432667136056011 1.7793473578212857 0.08618803176324032 5.144657426847605 6.005732565789716 9.139202284777665 2.1367559809112424 2.6333427247490757 3.734111846342823
48 576 9.718945994855437 0 0 0.006224381651204693 1.7058117643140653 0.08202392170866935 4.842129754320223 5.742494060904412 8.737623675397622 2.1043915641594144 2.443381168969132 3.582759709778099
49 588 9.97963091730436 0 0 0.006350424476806234 1.7258821861461078 0.0826991285162666 5.0824047346597 5.913161927271845 9.070386482466835 2.101668471250852 2.596753494247658 3.697172197675235
50 600 10.18981850010553 0 0 0.006535529580203406 1.7956752905834024 0.08498957752541653 4.930458235848367 6.398368475155554 9.326104049657227 2.107750733584416 2.668856569070095 3.9564661546792332
51 612 9.868557715429295 0 0 0.005784137974277796 1.6232400435459136 0.08108950107978875 4.859294530040239 6.348865286240103 9.099165839700134 1.969897669710076 2.6710491687739673 3.7520066041216196
52 624 9.663987284775207 0 0 0.005510312043511629 1.5278085996114852 0.07816716203934161 4.63154619386248 6.090771503318852 9.427978522074737 1.916722089489754 2.6380840858658763 3.715380286096715
53 636 9.434198361663606 0 0 0.005302394855960928 1.4553082761176803 0.0753202627581064 4.490749246527018 6.01917318028102 9.36364087758398 1.8296570331151745 2.52223872895922 3.7045105082354715
54 648 9.166576367122785 0 0 0.005137016064666506 1.412739797917913 0.07190986062730356 4.523044186679204 5.834240707242601 9.286683721280342 1.726564833218511 2.4906443093950523 3.646744154638518
55 660 9.066948773283894 0 0 0.005016469622505961 1.3666998153807302 0.07428357841694457 4.452730220014733 5.725541561391827 9.225681939508368 1.7353014279792405 2.408403020661283 3.538332004212061
56 672 8.538125709501514 0 0 0.004538094708980237 1.2581247546266345 0.06776457113699885 4.224455391418663 5.176412672000812 8.553403087860545 1.6338432596790058 2.299721146326577 3.3334774586257705
57 684 8.094523009263119 0 0 0.004085018858700161 1.1660349708772322 0.0628193554340151 3.9433021430034203 4.743627192710923 8.046497877481892 1.5634577750149423 2.2003513511570265 3.0866754136130563
58 696 7.348036734831545 0 0 0.0037596783262359985 1.0602199855882553 0.05562993969032894 3.6904079673856995 4.2053797662298 7.269554924546748 1.4468157110664743 1.9359475001797355 2.8178364047798845
59 708 7.40965470764507 0 0 0.003795038685399076 1.065015110127461 0.05716274898439426 3.6081399987906035 4.292534530067101 7.298315477584845 1.4475223525443532 1.9210232389581638 2.8410296769794323
60 720 7.101797743492254 0 0 0.003649213249251445 1.02139579832438 0.055532636200656606 3.5035764693784777 4.00419091626149 6.980087409415599 1.3734741105751629 1.8488809290730654 2.7080854373780374
61 732 7.379351515921374 0 0 0.003957707131561575 1.1185603504932997 0.06023218913321782 3.58885816870228 4.176606506123548 7.087886576136424 1.4353517987337414 1.9107642558970095 2.8426312400691693
62 744 7.129186208902376 0 0 0.0037870696637116903 1.0719152682433006 0.05788327217246501 3.515889356225867 4.06413083566462 6.8288794150880925 1.4028717557795436 1.7937312084643955 2.7675298675840323
63 756 7.651558416119906 0 0 0.004054121811212965 1.1720123963164972 0.06134211299804068 3.812615677411027 4.650654696150133 7.518569641299715 1.4885511423718696 1.9286732553366626 3.148096971577264
64 768 8.764164764016295 0 0 0.004740729678426284 1.3578894408707665 0.06941090262251073 4.47611373011672 5.736397530973759 9.094751223670155 1.6727278018234086 2.12612451863764 3.754711891159089
65 780 9.164100355302818 0 0 0.00487922076212427 1.3592376931573094 0.07592352187383725 4.454378918990227 6.189222182251697 9.440047144528767 1.7521628423374032 2.2641288922906644 3.979415887851548
66 792 10.036628943845376 0 0 0.005502466467800612 1.534261945216039 0.08579974561298673 4.838334174458742 7.0354304508821315 10.427360460011652 1.955656000134879 2.490014173270341 4.334134065219292
67 804 10.994078732682052 0 0 0.005986057019512589 1.6586537525960616 0.09871059388944373 5.545993260476791 7.827965799989193 11.359700734687827 2.127023989989583 2.706785174778325 4.966934661366711
68 816 11.910147202088195 0 0 0.006235165127454284 1.7384110528218135 0.11221336077139248 5.762128939748858 8.567896775237019 11.967743851258104 2.21174932270063 3.061799189048456 5.498809982614058
69 828 14.274041983176076 0 0 0.0071018969075676616 2.0417816473635786 0.14054679459561248 7.131254528284069 9.940806460156509 14.348461407708358 2.664287620413672 3.7816918510690045 6.7347287161397915
70 840 15.752028771887666 0 0 0.007693196584774544 2.239233338314937 0.15332525881154987 8.062967951869366 11.209934794470898 15.709327503160958 2.9534958261932163 4.186674458228296 7.3705050802560175
71 852 16.827025241287416 0 0 0.008221914181038606 2.3106510526999147 0.16514003370271127 8.502670540000624 11.694536584876841 17.10178161224989 3.2850250307036672 4.470666629434977 8.130111781430346
72 864 15.546636538525483 0 0 0.007380884770976094 2.1128300034352576 0.15320580231170344 7.760994501852023 10.884218993354644 15.746022784578626 3.03242796879625 4.093462482123286 7.524858037293306
73 876 13.841076926792221 0 0 0.006486433606269225 1.8581316962877639 0.1305372727458845 6.919420665558186 9.380371101610152 13.994734598128966 2.7045886982162193 3.6853944458416827 6.716339474917573
74 888 13.097702125102177 0 0 0.005956238678568599 1.6913725348216229 0.12249364092196728 6.453197489643635 8.765006400986904 13.357401390612077 2.4628150586598685 3.487556577961803 6.3563615756191565
75 900 14.00042157272445 0 0 0.006164819870254235 1.7671270448888399 0.13737077429728786 6.81654109497818 9.832021696936671 13.986007773315265 2.607880717510799 3.69434599866098 6.870238199386588
76 912 14.738271075265066 0 0 0.00609888461965949 1.7735911569087315 0.14669823467924736 7.095742975350773 10.78098479661674 15.65554065811437 2.7273494261524043 4.103446154411324 7.501540320064691
77 924 14.79121827993688 0 0 0.006047461841105564 1.7641763069885397 0.14930401703251076 6.6177443387844 11.271491056757434 16.56191399247098 2.656845829202093 4.06358239313457 7.634735786793964
78 936 14.213732412983726 0 0 0.005728278133942269 1.6860871391133 0.14345400499043826 6.423696319963985 10.794240868489611 15.585516340925805 2.512839959138538 3.8262261389764927 7.330503079863314
79 948 12.428502064343938 0 0 0.005019779457170802 1.4445426758852988 0.12567788891907836 5.38877183861254 9.316182976095115 13.413819977392702 2.0910495472965533 3.2253653935247013 6.298662752461578
80 960 11.132236313593708 0 0 0.00423265724721686 1.269882937368462 0.11168089196545897 4.868208505836525 8.420014949337492 11.784592344782123 1.873035076510379 2.8942866311287707 5.837337256915926
81 972 11.457032271500426 0 0 0.004258550431271428 1.2775177172775138 0.11626764095747653 5.287645217140648 9.110293915622366 13.006099944555773 1.967017583924318 3.1395324465059367 6.294569388110859
82 984 11.523985904747725 0 0 0.004038351645892677 1.2198291041561167 0.11874139826971385 5.448420331766427 9.292743034394384 13.173118753810511 2.0122687386670854 3.2345465405685743 6.496364757709474
83 996 13.293690077408387 0 0 0.004616426417986948 1.373475157143003 0.1393977625033338 7.224355228722309 11.02682566816986 16.632892049184303 2.550741487320203 4.058263445245609 7.75339061164993
84 1008 14.704798292600854 0 0 0.004990260412955303 1.4713616322514247 0.1580218764186925 8.538324041822225 12.808019653738654 20.022502912947882 2.8655731734192242 4.600909949955074 8.82392021905293
85 1020 13.916285624141006 0 0 0.0044567557512135425 1.3497691938296095 0.14661032903606339 8.100311153709352 12.273152964633672 19.04250959262831 2.739546233119302 4.31905366322734 8.341814735845126
86 1032 15.617071441353088 0 0 0.005070589926308937 1.5155163133320875 0.16498654628262321 9.43461529867383 14.350156647496084 21.898210306379852 3.2585305544289516 4.838327654971178 9.183695431244328
87 1044 16.63015581970883 0 0 0.005388932334889922 1.5958335131540637 0.17416509541141478 10.55789238496375 15.542760427642534 24.58015621737135 3.607975252017933 5.294369937168865 9.988188731046344
88 1056 18.33353020364736 0 0 0.005847928255073737 1.7933958534045271 0.19375533201079714 12.970584933655388 18.14903572546533 29.113804861497975 4.484354570958803 6.079163052253732 11.72720465631435
89 1068 20.37786156329493 0 0 0.006621633799919557 2.0225129643678503 0.21145887241394495 15.550953651638617 20.344417951768044 32.88647004427121 5.488983153605035 7.050831523190353 13.40913617025618
90 1080 22.01715663063434 0 0 0.007206577062810353 2.2225315471320415 0.2295556366969753 18.221238175027057 21.7795086736309 37.5116585720873 6.550543109946072 7.988801841824738 15.048451061574582
91 1092 25.29410904487706 0 0 0.008242896998766167 2.5230612727737407 0.27599437767849927 22.847710721675547 25.084182171520585 45.651528623006875 8.195872279345311 9.675831520478251 18.68584916191632
92 1104 26.143782925681844 0 0 0.008312773886416084 2.619740404747755 0.28563744327043145 23.8443148130301 25.972162182640812 46.58533359085924 8.637580307967314 9.829060725501476 19.693198724736355
93 1116 28.69919114969425 0 0 0.009146929796702822 2.8941772431111876 0.32240598456203723 26.90705714144761 28.912126325434773 53.367105060974914 9.902575968749755 10.920458328133373 22.79561527146687
94 1128 26.370284104818378 0 0 0.008259683342815549 2.7034231933109094 0.29858572709034836 24.74338466462089 26.534400663678895 49.05931946549197 9.176798382118017 9.991591637398173 21.388766145474776
95 1140 25.015935690333567 0 0 0.007888316652831406 2.633877730902729 0.2752200980534091 23.494204488072917 25.089057168395826 47.333394864162365 8.706509983092005 9.48639790474816 20.529959263169445
96 1152 23.438814309254063 0 0 0.00747637779841044 2.470609029765594 0.2636245057402694 22.546147431982302 23.96810226532476 45.77249452567461 8.350889156106946 9.178907974707414 19.602323592047558
97 1164 20.401869570866808 0 0 0.0064879807732257065 2.1489480653981254 0.229078718905077 19.79072439384584 20.845637546687477 39.62610357651043 7.366436985987734 7.927508543617607 16.985133110369595
98 1176 18.536480344675375 0 0 0.005895297016902505 1.9497305844477388 0.20181391903955911 17.81003182748992 18.689241806744036 35.98510350810853 6.666350145827627 7.169984232821936 15.217201680568435
99 1188 18.135973982820293 0 0 0.005843514365620507 1.9346450268592243 0.19579252441413095 17.751465434132033 18.713417612158853 36.05494243199729 6.57758130602672 7.132503876938038 15.242826943434887
100 1200 17.450554519454087 0 0 0.005501888690795536 1.800443627442903 0.18751451951328155 16.330812944872132 17.598929810619666 33.38533002598651 6.0735229822207 6.6630220858974685 13.932188007949941
101 1212 17.135986592168607 0 0 0.00532078747966322 1.7158820935578514 0.18607599147791382 15.479039517394323 17.254472417929247 32.33763291160344 5.794079952780338 6.518639006131305 13.424372728669013
102 1224 16.296903136806552 0 0 0.005000448144042035 1.650165752806721 0.17586069031796983 14.997165192101354 16.50083195014658 31.33114115129353 5.619658363799098 6.353338341963552 13.210879989423951
103 1236 16.4471973732947 0 0 0.005220697358278633 1.659426421363315 0.17591005241048546 14.580309168622607 15.82012796910012 30.55567762528714 5.519069297709835 6.287431096547353 12.699424948094553
104 1248 15.884505436558685 0 0 0.005101726060151538 1.6074266827890171 0.17191039473281158 14.207086060481991 15.203003630617408 28.90645933868733 5.338380905696928 5.985419277539195 11.874066783649333
105 1260 16.068453639217697 0 0 0.005394786511574445 1.7183332089376415 0.17774649539215054 14.383658444529061 15.503252542648132 29.821994884444134 5.370311103416835 5.971366133822261 12.156578226587884
106 1272 16.2732512494832 0 0 0.0055485823297107386 1.7312810105631444 0.17348061764291134 14.35227263808601 15.195490321159669 29.658672661875784 5.381869942758718 5.9931500289031705 11.790588358661964
107 1284 15.070283709165018 0 0 0.005095426935108718 1.6162076425789438 0.15924684706265443 13.552878973423805 13.985714764931508 27.47457272750296 5.153173958847988 5.574691763477804 10.994484626786347
108 1296 15.244713459851477 0 0 0.005159865324225047 1.6167407136944922 0.16618765476726358 13.754857329457941 14.25206868700125 27.210348190676587 5.24786713188245 5.654153371963334 10.897436611400785
109 1308 15.396641557122031 0 0 0.005151417962578499 1.6204027629792979 0.1690656051368279 13.678820996231702 15.002312565707417 27.44830924114755 5.150637636143594 5.627544222712287 10.9241348967187
