area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z,target_seed_fc_z,valid
V1,24c+32,"38,28",0.3034725674172407,0.31334000452299865,0.015773,True
V2,24c+32,"38,28",0.21301706588554176,0.2163297072760405,0.039852,True
V4,24c+32,"38,28",0.31102493070291437,0.32167970683614,0.01233,True
1,24c+32,"38,28",0.2761722028144015,0.2835334475394274,-0.127009,True
3,24c+32,"38,28",-0.5302139678730139,-0.5904427563196418,-0.000506,True
MT,24c+32,"38,28",-0.06049909983596896,-0.060573074104697325,0.03625,True
V6,24c+32,"38,28",0.13431616554417347,0.13513274817737,0.217226,True
DP,24c+32,"38,28",0.446213309228907,0.47996216535091424,-0.259572,True
TEO,24c+32,"38,28",0.44289479618246547,0.47582627595531246,0.072362,True
8m,24c+32,"38,28",-0.061241685502605496,-0.06131842147066043,0.165189,True
F4,24c+32,"38,28",0.11387165457449241,0.1143677015028485,0.135711,True
5,24c+32,"38,28",0.4856267950879124,0.530321482418095,-0.164674,True
2,24c+32,"38,28",0.06443958223766777,0.06452899938164781,-0.059867,True
8l,24c+32,"38,28",-0.07616019400597893,-0.07630796117651603,0.064032,True
F1,24c+32,"38,28",0.4052645968913095,0.42993214162356147,0.014027,True
STPc,24c+32,"38,28",0.2634768423727972,0.2698409601437319,0.021164,True
7A,24c+32,"38,28",0.4146146631387124,0.4411710621219916,-0.022945,True
10,24c+32,"38,28",0.4705508051688262,0.5107775479371565,-0.259452,True
F3,24c+32,"38,28",0.23488874361871823,0.23935745121754273,0.073127,True
TEpd,24c+32,"38,28",0.27440961717587187,0.2816263301949154,0.111161,True
46d,24c+32,"38,28",0.18033237814043998,0.18232621764803236,0.036685,True
9/46v,24c+32,"38,28",0.1269830415976111,0.12767224272939584,0.097202,True
PBr,24c+32,"38,28",0.454123921257193,0.4898834471554575,0.00353,True
9/46d,24c+32,"38,28",0.02290966573370987,0.022913675063650923,0.079916,True
F5,24c+32,"38,28",0.40772683852031527,0.4328817806416257,0.149549,True
7m,24c+32,"38,28",0.13460873044619395,0.1354307000970493,0.047937,True
25,24c+32,"38,28",0.7433678123049426,0.9579650811538184,0.142877,True
LIP,24c+32,"38,28",0.20543268561261618,0.2083980744051288,0.037658,True
32,24c+32,"38,28",0.9701863252881372,2.0,0.704386,False
STPi,24c+32,"38,28",0.35970697033328486,0.3765492810509015,0.059489,True
9,24c+32,"38,28",0.5787079598226461,0.6605178846041367,0.145686,True
45A,24c+32,"38,28",0.038137793737296546,0.038156300253729375,-0.163953,True
8B,24c+32,"38,28",0.5370266586898518,0.5999678068746283,0.060359,True
7B,24c+32,"38,28",0.07740526417473564,0.07756041546473623,-0.018539,True
F2,24c+32,"38,28",0.4133828961831315,0.4396845066660963,-0.00053,True
F7,24c+32,"38,28",0.3956253577392189,0.4184518023160126,-0.103096,True
ProM,24c+32,"38,28",-0.6146853973476061,-0.7164176329637794,-0.007453,True
STPr,24c+32,"38,28",0.3555058903903187,0.3717321658063794,0.079456,True
24c,24c+32,"38,28",0.45923980084479826,0.4963474844812991,0.998232,False
OPRO,24c+32,"38,28",-0.3724474747485826,-0.3912617649021853,-0.01692,True
